2 100 -10 10 101
0.0 0.0 1.00
0.1 1.0 -5.69
0.2 2.0 -11.76
0.3 3.0 -17.21
0.4 4.0 -22.04
0.5 5.0 -26.25
0.6 6.0 -29.84
0.7 7.0 -32.81
0.8 8.0 -35.16
0.9 9.0 -36.89
1.0 0.1 1.60
1.1 1.1 -1.86
1.2 2.1 -4.70
1.3 3.1 -6.92
1.4 4.1 -8.52
1.5 5.1 -9.50
1.6 6.1 -9.86
1.7 7.1 -9.60
1.8 8.1 -8.72
1.9 9.1 -7.22
2.0 0.2 4.80
2.1 1.2 4.57
2.2 2.2 4.96
2.3 3.2 5.97
2.4 4.2 7.60
2.5 5.2 9.85
2.6 6.2 12.72
2.7 7.2 16.21
2.8 8.2 20.32
2.9 9.2 25.05
3.0 0.3 10.60
3.1 1.3 13.60
3.2 2.3 17.22
3.3 3.3 21.46
3.4 4.3 26.32
3.5 5.3 31.80
3.6 6.3 37.90
3.7 7.3 44.62
3.8 8.3 51.96
3.9 9.3 59.92
4.0 0.4 19.00
4.1 1.4 25.23
4.2 2.4 32.08
4.3 3.4 39.55
4.4 4.4 47.64
4.5 5.4 56.35
4.6 6.4 65.68
4.7 7.4 75.63
4.8 8.4 86.20
4.9 9.4 97.39
5.0 0.5 30.00
5.1 1.5 39.46
5.2 2.5 49.54
5.3 3.5 60.24
5.4 4.5 71.56
5.5 5.5 83.50
5.6 6.5 96.06
5.7 7.5 109.24
5.8 8.5 123.04
5.9 9.5 137.46
6.0 0.6 43.60
6.1 1.6 56.29
6.2 2.6 69.60
6.3 3.6 83.53
6.4 4.6 98.08
6.5 5.6 113.25
6.6 6.6 129.04
6.7 7.6 145.45
6.8 8.6 162.48
6.9 9.6 180.13
7.0 0.7 59.80
7.1 1.7 75.72
7.2 2.7 92.26
7.3 3.7 109.42
7.4 4.7 127.20
7.5 5.7 145.60
7.6 6.7 164.62
7.7 7.7 184.26
7.8 8.7 204.52
7.9 9.7 225.40
8.0 0.8 78.60
8.1 1.8 97.75
8.2 2.8 117.52
8.3 3.8 137.91
8.4 4.8 158.92
8.5 5.8 180.55
8.6 6.8 202.80
8.7 7.8 225.67
8.8 8.8 249.16
8.9 9.8 273.27
9.0 0.9 100.00
9.1 1.9 122.38
9.2 2.9 145.38
9.3 3.9 169.00
9.4 4.9 193.24
9.5 5.9 218.10
9.6 6.9 243.58
9.7 7.9 269.68
9.8 8.9 296.40
9.9 9.9 323.74
10.0 0.10 103.30
